iteration,index,objective,score,feasibility
0,0,2.3828369402363148,0.0,11.061548568208828
0,0,1.9605950323437487,0.0,10.196246413571373
0,0,2.295481443694666,0.0,43.55662084821951
0,0,2.2862191724600325,0.0,10.803107145769177
